min,max,average,median,p95,p99,std,throughput_rps,target_rps,total_requests,filename
3530,396449,32890.333919878,20842.0,99632.59999999998,178422.36000000004,35082.690041610156,284.15,284.15,17049,target_rps300.00_iter02_rps284.15_lat.csv
3612,389662,33716.69276435667,22129.0,100081.39999999998,166710.92000000013,33456.82400664117,283.55,283.55,17013,target_rps300.00_iter03_rps283.55_lat.csv
3490,451054,32501.139706744867,20213.0,96970.74999999991,181466.359999999,34852.31942330214,284.1666666666667,284.1666666666667,17050,target_rps320.00_iter01_rps284.11_lat.csv
3637,778252,34812.085297221245,19364.0,103032.59999999998,278753.2500000003,53073.767812713115,284.3,284.3,17058,target_rps320.00_iter02_rps284.30_lat.csv
3299,396823,33770.59419525066,19349.0,115683.29999999997,203163.999999999,39502.22365013411,284.25,284.25,17055,target_rps320.00_iter03_rps284.25_lat.csv
4229,704329,73798.39226770302,45680.0,255370.99999999974,399539.8800000004,81738.01407750213,330.21666666666664,330.21666666666664,19813,target_rps340.00_iter01_rps330.17_lat.csv
3676,848474,73399.6058101805,47835.5,236620.7499999999,413116.02,81029.9842040964,328.73333333333335,328.73333333333335,19724,target_rps340.00_iter02_rps328.73_lat.csv
3677,540657,60193.37358452751,39759.0,186545.5999999998,309834.0200000001,61371.3814072633,332.6333333333333,332.6333333333333,19958,target_rps340.00_iter03_rps332.61_lat.csv
3583,613268,65300.066516177576,43017.0,207607.49999999985,337266.39999999997,67031.28439251443,332.25,332.25,19935,target_rps360.00_iter01_rps332.26_lat.csv
3963,645616,66472.83023371457,45156.0,199235.8,367380.89,69037.19096724647,335.1666666666667,335.1666666666667,20110,target_rps360.00_iter02_rps335.15_lat.csv
3957,685033,70345.07626443647,45501.0,232260.69999999952,392741.6200000003,76904.10570839053,334.8,334.8,20088,target_rps360.00_iter03_rps334.76_lat.csv
4098,779425,68678.31321738259,42055.0,228218.5,377268.5,77620.8125325018,332.51666666666665,332.51666666666665,19951,target_rps380.00_iter01_rps332.50_lat.csv
3552,712595,71054.62663955262,46617.0,231774.79999999993,359774.6900000001,74417.42500250843,327.8333333333333,327.8333333333333,19670,target_rps380.00_iter02_rps327.80_lat.csv
3280,958520,92887.43233235265,47233.5,398466.04999999923,649054.4299999999,130244.30065237795,328.56666666666666,328.56666666666666,19714,target_rps380.00_iter03_rps328.56_lat.csv
3387,774834,70564.54397458804,43806.5,232688.04999999987,420964.0199999996,81024.28666902255,335.8,335.8,20148,target_rps400.00_iter01_rps335.79_lat.csv
3748,861007,71882.24408548708,45106.5,236266.5999999998,424363.5000000009,83141.05053229621,335.3333333333333,335.3333333333333,20120,target_rps400.00_iter02_rps335.31_lat.csv
4145,467893,62042.2911297197,44374.0,184668.49999999985,284356.45999999915,57497.77408722614,332.3833333333333,332.3833333333333,19943,target_rps400.00_iter03_rps332.32_lat.csv
3827,683278,73261.91328811857,44734.0,256508.39999999997,405297.03999999963,82164.16922660591,331.75,331.75,19905,target_rps420.00_iter01_rps331.76_lat.csv
3959,1060659,78419.19784609161,45147.0,282432.45,508614.1399999997,97724.119294038,329.6333333333333,329.6333333333333,19778,target_rps420.00_iter02_rps329.61_lat.csv
4229,903293,79627.61379557192,46822.0,290416.4000000002,428302.55999999965,91426.07079651157,325.95,325.95,19557,target_rps420.00_iter03_rps325.95_lat.csv
3712,593099,64943.71777108434,45145.0,202041.3499999999,318508.7800000003,63957.42854689744,332.0,332.0,19920,target_rps440.00_iter01_rps331.99_lat.csv
3835,761093,79085.4806428788,46037.0,287624.0,456627.20000000007,92814.03293882399,329.76666666666665,329.76666666666665,19786,target_rps440.00_iter02_rps329.75_lat.csv
3901,795872,78108.75709574255,48873.0,266636.7,425213.6699999999,86796.96761502221,333.53333333333336,333.53333333333336,20012,target_rps440.00_iter03_rps333.48_lat.csv
4001,859128,78037.713953958,46929.0,271750.49999999953,493462.6600000002,94649.8826694371,330.1333333333333,330.1333333333333,19808,target_rps460.00_iter01_rps329.99_lat.csv
3573,1155874,75708.10999492643,45381.5,270224.1499999999,513963.55999999994,96363.7261658267,328.5,328.5,19710,target_rps460.00_iter02_rps328.48_lat.csv
4452,1212352,84168.10665919968,45879.5,304059.0000000001,634619.4800000002,118317.37355615634,327.3666666666667,327.3666666666667,19642,target_rps460.00_iter03_rps327.25_lat.csv
3444,855402,74403.09163062833,44820.0,254625.69999999987,504423.55999999994,92185.47508153683,327.5833333333333,327.5833333333333,19655,target_rps480.00_iter01_rps327.57_lat.csv
3687,904535,73054.88971562532,45414.0,241801.05000000005,391729.9000000006,81593.10699619919,327.03333333333336,327.03333333333336,19622,target_rps480.00_iter02_rps327.03_lat.csv
3435,710796,70863.47261165633,46277.0,230904.60000000003,365598.41000000003,75032.77720921385,332.8666666666667,332.8666666666667,19972,target_rps480.00_iter03_rps332.83_lat.csv
3348,642078,70538.70637959326,46176.0,231039.5,359477.60000000044,74015.10191855632,335.18333333333334,335.18333333333334,20111,target_rps500.00_iter01_rps335.16_lat.csv
3944,796806,76661.13889323529,43733.0,281110.99999999953,478563.48,94628.34131856049,319.55,319.55,19173,target_rps500.00_iter02_rps319.53_lat.csv
4242,538635,66071.29684123881,44810.5,204196.04999999984,314341.0900000004,64628.83569695216,323.96666666666664,323.96666666666664,19438,target_rps500.00_iter03_rps323.97_lat.csv
