timestamp,rps_test_running,pod_count,pod_names,cpu_usage_millicores,memory_usage_mib,cpu_limit_millicores,memory_limit_mib,cpu_request_millicores,memory_request_mib,pods_ready,pods_pending,pods_failed,scaling_events,avg_latency_ms
2025-07-28T10:14:13.959695,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,354,107,0,0,0,0,2,0,0,,
2025-07-28T10:14:16.956003,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,354,107,0,0,0,0,2,0,0,,
2025-07-28T10:14:20.163542,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,354,107,0,0,0,0,2,0,0,,
2025-07-28T10:14:23.189249,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,354,107,0,0,0,0,2,0,0,,
2025-07-28T10:14:26.464862,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,358,107,0,0,0,0,2,0,0,,
2025-07-28T10:14:29.667167,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,358,107,0,0,0,0,2,0,0,,
2025-07-28T10:14:32.954696,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,358,107,0,0,0,0,2,0,0,,
2025-07-28T10:14:35.995092,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,358,107,0,0,0,0,2,0,0,,
2025-07-28T10:14:38.866561,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,358,107,0,0,0,0,2,0,0,,
2025-07-28T10:14:42.155088,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,361,106,0,0,0,0,2,0,0,,
2025-07-28T10:14:45.306917,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,361,106,0,0,0,0,2,0,0,,
2025-07-28T10:14:48.280154,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,361,106,0,0,0,0,2,0,0,,
2025-07-28T10:14:51.407666,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,361,106,0,0,0,0,2,0,0,,
2025-07-28T10:14:54.742620,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,361,106,0,0,0,0,2,0,0,,
2025-07-28T10:14:57.934729,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,327,106,0,0,0,0,2,0,0,,
2025-07-28T10:15:01.490574,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,327,106,0,0,0,0,2,0,0,,
2025-07-28T10:15:04.613521,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,327,106,0,0,0,0,2,0,0,,
2025-07-28T10:15:07.762073,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,327,106,0,0,0,0,2,0,0,,
2025-07-28T10:15:10.879487,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,393,107,0,0,0,0,2,0,0,,
2025-07-28T10:15:13.978643,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,393,107,0,0,0,0,2,0,0,,
2025-07-28T10:15:17.253977,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,393,107,0,0,0,0,2,0,0,,
2025-07-28T10:15:20.519769,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,393,107,0,0,0,0,2,0,0,,
2025-07-28T10:15:23.870682,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,393,107,0,0,0,0,2,0,0,,
2025-07-28T10:15:27.051789,,2,fibonacci-python-00001-deployment-6bb846c87c-9cj7j;fibonacci-python-00001-deployment-6bb846c87c-bvc8w,357,107,0,0,0,0,2,0,0,,
